sku,name,brand,slug,description_short,description_long,category,subcategory,price,price_original,currency,weight_g,flavors,images,in_stock,is_featured,is_new,badge_text,badge_color,rating,review_count,tags
SKU-5748,Testoman,,testoman,"TESTO MAN is the ultimate natural Multi-Pathway to support natural testosterone production. TESTO MAN is a test booster that works to support your body’s own testosterone production, mean while control estrogen
\n
\nTESTO MAN™ is a highly advanced, highly synergistic Testosterone Booster, with cortisol &amp; estrogenic regulating properties. The compounds in each four-capsule serving are specifically dosed to shift you into an anabolic state unlike any other.
\n
\n• Testosterone Booster
\n
\n• Anti-Estrogenic Properties
\n
\n• Complete Cortisol Control
\n
\n• Prostate support
\n
\n• Perfect PCT Blend
\n
\nTESTO MAN™ contains clinically dosed level of D-aspartic acid, a potent amino acid, which has been shown to boost testosterone
\n
\nTESTO MAN™ CONTAINS Maca Extract, Tribulus Extract of 90% saponins that was used since ancient times as a food source to support stamina, energy, and healthy sexual functions. More recent scientific studies have demonstrated that Maca supports hormonal balance and both male and female reproductive health. Maca's many active constituents include alkaloids, saponins, and tannins.
\n
\nTESTO MAN™ contain Saw Palmetto is a botanical known to help support healthy urinary flow and prostate function
\n
\nTESTO MAN™ contains L-Carnitine-L Tartrate that can lead to a significant increase in the androgen-receptor content on muscle tissue resulting in more protein synthesis, which literally means more muscle","<h6>Ingredients:</h6>
\nD-Aspartic Acid, Bovine Gelatin (capsule shell), Ashwagandha Dry Extract (Withania Somnifera (L.) Dunal, root) 5:1, Maca Dry Extract (Lepidium meyenii Walper, root) 10:1, L-Carnitine-L-Tartrate, Fenugreek Dry Extract (Trigonella foenum-graecum L., seeds), Magnesium Oxide, Serenoa Repens (Fruit) 4:1 Extract, Zinc Oxide, Pyridoxine Hydrochloride (Vitamin B6), Colour (Iron Oxide), and Cholecalciferol (Vitamin D3).
\n<h6>How to Use:</h6>
\nTake one serving (4 capsules) before workout.
\n<h6>Description:</h6>
\nA powerful testosterone-supporting formula designed to help boost strength, energy, and endurance naturally. It combines potent herbal extracts and essential vitamins to support hormone balance, muscle performance, and overall vitality.
\n<h6>Storage:</h6>
\nStore in a cool, dry place after opening.
\n<h6>Quantity:</h6>
\n120 Capsules<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/testoman-scaled.png""><img class=""alignnone size-medium wp-image-6349"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/testoman-300x293.png"" alt="""" width=""300"" height=""293"" /></a>
\n
\n&nbsp;",Proteins,,35,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/80.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5749,Lean AF,,lean-af,"CFM whey protein isolate is considered to be one of the highest quality forms of whey protein available, as it contains a very high percentage of protein by weight, often over 90% protein content.
\n
\nThis type of whey protein isolate is commonly used by athletes, bodybuilders, and fitness enthusiasts to support muscle growth, recovery, and overall protein needs. It can be consumed as a post-workout shake, or used as a convenient source of high-quality protein throughout the day.
\n
\nPremium 100% CFM whey protein isolate
\n
\n1- No added amino acids
\n
\n2- zero lactose
\n
\n3- Low fat
\n
\n4- Zero Added sugar","<h6>Ingredients:</h6>
\nCross-flow microfiltered whey protein isolate (from milk, instantized with sunflower lecithin),
\nLow-fat cocoa powder, Flavouring (chocolate flavour), Sodium chloride, Thickener (xanthan gum),
\nSweeteners (Acesulfame K, Sucralose), and Digezyme® enzyme complex (alpha-amylase, neutral protease, cellulase, lactase, lipase).
\n<h6>How to Use:</h6>
\nMix 1 scoop (25g) with 200–300 ml of cold water and shake vigorously.
\nTake one serving immediately post-workout or anytime you desire for added protein intake.
\n<h6>Storage:</h6>
\nStore in a cool, dry place after opening.
\n<h6>Net Weight:</h6>
\n2 KG – 80 Servings
\n
\n&nbsp;",Proteins,,0.00,,CHF,0,"{""Belgium Chocolate"",""Chocolate Peanut Butter"",""Cookies"",""Creme Brulee"",""Pinacolada"",""White Chocolate Raspberry""}","{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous-51.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5756,Creatine,,creatine-5756,"Marvelous purest and most easily absorbed Creatine Monohydrate formula available. Studies report that increasing creatine levels helps delay the onset of fatigue, increase energy metabolism in muscle cells and improve overall training capacity and performance.
\n
\nCreatine is a compound naturally produced by our body in order to provide energy to our muscles. Produced in the liver, pancreas and kidneys, it is transported through the bloodstream and the body's muscles, where it is converted into phosphocreatine. This high-potency metabolite is used to regenerate muscle reserves of adenosine triphosphate, the main source of muscle energy.
\n<h6>Benefits:</h6>
\n• Gain explosive strength for super intensive training
\n
\n• It is processed at a higher pH (less acidic), increasing muscular resistance
\n
\n• Increases muscle recovery capacity
\n
\n• Allows muscles to grow faster, leaving them stronger, toned and more resistant to more training sessions","<h6>Ingredients:</h6>
\nCreatine Monohydrate
\n<h6>How to Use:</h6>
\nMix 5g with 400–500 ml of water. Take one serving immediately post workout.
\n<h6>Storage:</h6>
\nStore in a cool, dry place after opening.
\n<h6>Net Weight:</h6>
\n300g
\n
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/CREATINE-yellow-and-red-flames-outlined-gadwel-scaled.png""><img class=""alignnone size-medium wp-image-6384"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/CREATINE-yellow-and-red-flames-outlined-gadwel-300x75.png"" alt="""" width=""300"" height=""75"" /></a>",CREATINE,,25,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/creatine.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5757,Code X,,code-x,"CODEX contains High dose of Vitamin C 1.3g , contain Herbal Extracts for improving Health and having omeg3 dosage .
\n
\nCODEX contains MSM, Glucosamine Sulfate, Chondroitin sulfate for the improvement of Bones and Ligaments and avoid Injuries
\n
\nCODEX contains Soy lecithin for the improvement of Heart Health and improve lipid profile
\n
\n- Each pack contains 7 pills
\n
\n- Brain support, digestion, hydration, anabolic support and energy production, strong Bones and Ligaments
\n
\n- Premium ingredients
\n
\n- Supports health, wellness, recovery and anti-aging","<h6>Ingredients:</h6>
\n<strong>2 Multivitamin Capsules:</strong> Bulking Agent (Microcrystalline Cellulose), Calcium Carbonate, L-Ascorbic Acid, Bovine Gelatin (as capsule shell), Magnesium Oxide, Beta Carotene, Iron (II) Sulfate, Nicotinamide, DL-alpha-Tocopheryl Acetate, Calcium D Pantothenate, Choline Bitartrate, Potassium Iodide, Zinc Oxide, Inositol, Manganese(II) Sulfate, Cyanocobalamin, D-Biotin, Pyridoxine Hydrochloride, Color (Iron Oxide), Thiamine Monohydrate, Riboflavin, Copper(II) Sulfate, Folate.
\n
\n<strong>Fish Oil Soft Gelatin Capsule:</strong> Fish Oil, Capsule Shell (Gelatin, Glycerin, Purified Water), Antioxidant (DL-alpha-Tocopherol).
\n
\n<strong>CA-MG Tablet:</strong> Calcium Carbonate, Magnesium Oxide, Bulking Agent (Microcrystalline Cellulose), Anti-Caking Agent (Magnesium Stearate).
\n
\n<strong>C-Complex Capsule:</strong> L-Ascorbic Acid, Bovine Gelatin (as capsule shell), Citrus Bioflavonoid Complex, Rose Hip (Fruit) Extract 20:1, Vitis Vinifera (Seed) 120:1 Extract, Color (Iron Oxide), Bioperine® (Piper Nigrum (Fruit) 50:1 Extract).
\n<em>Bioperine® is a licensed trademark of Sabinsa Europe GmbH.</em>
\n
\n<strong>Joint-Complex Capsule:</strong> D-Glucosamine Sulfate 2KCL, Methylsulfonylmethane (MSM), Bovine Gelatin (as capsule shell), L-Ascorbic Acid, Chondroitin Sulfate, DL-Alpha Tocopheryl Acetate, Color (Iron Oxide).
\n
\n<strong>Soy Lecithin Soft Gelatin Capsule:</strong> Soy Lecithin (71%), Capsule Shell (Gelatin, Glycerin, Purified Water).
\n<h6>How to Use:</h6>
\nTake one pack with breakfast or any other meal, with plenty of water.
\n<h6>Storage:</h6>
\nStore in a cool, dry place after opening.
\n<h6>Net Weight:</h6>
\n250g / 30 packs of 7 capsules<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/codex-scaled.png""><img class=""alignnone size-medium wp-image-6350"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/codex-284x300.png"" alt="""" width=""284"" height=""300"" /></a>
\n
\n&nbsp;",ÉNERGIE - RÉCUPÉRATION,,39,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous20.png""}",false,false,false,,#c8102e,0.0,0,{}
SKU-5758,Testo,,testo,"Unlock your inner beast with Testo! Become the epitome of strength and endurance with our elite testosterone booster formula. Our advanced natural ingredients are designed to push your training sessions and muscle growth to unprecedented levels. Experience the transformation with Testo, the ultimate choice for maximizing your potential. However, always prioritize your well-being and consult with healthcare professionals before incorporating any supplements into your routine.","<h6>How to Use:</h6>
\n<p>Take one serving (3 capsules) before workout.</p>
\n
\n<h6>Description:</h6>
\n<p>Food supplement based on plant extracts.</p>
\n
\n<h6>Storage:</h6>
\n<p>Store in a cool, dry place after opening.</p>
\n
\n<h6>Lote:</h6>
\n<p>See container bottom.</p>
\n
\n<h6>Quantity:</h6>
\n<p>90 Capsules</p>
\n
\n<h6>Ingredients:</h6>
\n<p>
\nTribulus dry extract (Tribulus terrestris L., whole plant) / Extracto seco de Tribulus (Tribulus terrestris L., planta inteira),  
\nFenugreek dry extract (Trigonella foenum-graecum L., seeds) / Extracto seco Fenugreek (Trigonella foenum-graecum L., sementes),  
\nAshwagandha dry extract (Withania somnifera (L.) Dunal, root) / Extracto seco de Ashwagandha (Withania somnifera (L.) Dunal, raiz),  
\nMaca dry extract (Lepidium meyenii Walpers, root) / Extracto seco de Maca (Lepidium meyenii Walpers, raiz),  
\nOat dry extract (Avena sativa L., seed) / Extracto seco de Aveia (Avena sativa L., sementes),  
\nAnti-caking agent: Magnesium salts of fatty acids / Antiaglomerante: Sais de magnésio de ácidos gordos,  
\nBulking agent: Microcrystalline cellulose (E-460i) / Agente de volume: Celulose microcristalina (E-460i),  
\nCapsule (glazing agent: Hydroxypropyl methylcellulose (E-464)) / Cápsula (Agente de revestimento: Hidroxipropilmetilcelulose (E-464)).
\n</p>
\n
\n<h6>Supplement Facts:</h6>
\n<table style=""width:100%; border-collapse: collapse; background-color:#f0f0f0; color:#333; border:1px solid #ccc;"">
\n  <tr>
\n    <td colspan=""2"" style=""text-align:center; font-weight:bold; padding:8px;"">Serving Per Container: 30</td>
\n  </tr>
\n  <tr>
\n    <td colspan=""2"" style=""text-align:center; font-weight:bold; padding:8px;"">Serving Size: 3 Capsules</td>
\n  </tr>
\n
\n  <tr style=""background-color:#d9d9d9; font-weight:bold;"">
\n    <th style=""padding:8px; border:1px solid #ccc;"">Active Ingredients</th>
\n    <th style=""padding:8px; border:1px solid #ccc;"">Per Serving (3 Capsules)</th>
\n  </tr>
\n
\n  <tr><td style=""padding:8px; border:1px solid #ccc;"">Tribulus dry extract / Extracto seco de Tribulus</td><td style=""padding:8px; border:1px solid #ccc;"">600mg</td></tr>
\n
\n  <tr><td style=""padding:8px; border:1px solid #ccc;"">Fenugreek dry extract / Extracto seco de Fenugreek</td><td style=""padding:8px; border:1px solid #ccc;"">375mg</td></tr>
\n
\n  <tr><td style=""padding:8px; border:1px solid #ccc;"">Maca dry extract / Extracto seco de Maca</td><td style=""padding:8px; border:1px solid #ccc;"">375mg</td></tr>
\n
\n  <tr><td style=""padding:8px; border:1px solid #ccc;"">Ashwagandha dry extract / Extracto seco de Ashwagandha</td><td style=""padding:8px; border:1px solid #ccc;"">375mg</td></tr>
\n
\n  <tr><td style=""padding:8px; border:1px solid #ccc;"">Oat dry extract / Extracto seco de Aveia</td><td style=""padding:8px; border:1px solid #ccc;"">225mg</td></tr>
\n
\n  <tr><td style=""padding:8px; border:1px solid #ccc;"">Saw Palmetto</td><td style=""padding:8px; border:1px solid #ccc;"">150mg</td></tr>
\n</table>
\n",Pre Workout,,30,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous7.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5759,carnatine,,carnatine,"L-Carnitine serves as a pivotal compound in the body, facilitating the conversion of fatty acids into energy. This dual-action process offers significant advantages:
\nElevated Energy Levels: L-Carnitine transports fatty acids to the mitochondria, where they are converted into usable energy. By enhancing this mechanism, L-Carnitine effectively boosts energy levels, promoting enhanced stamina and vitality.
\nWeight Management Support: Through its role in utilizing fats for energy, L-Carnitine helps prevent the build up of excess fat in the body. This attribute makes it a valuable asset for individuals striving to manage their weight or promote fat loss in pursuit of a healthier lifestyle.","<h6>How to Use:</h6>
\n<p>Take 1 serving (15mL) per day with water, preferably before training. Shake well before each use. The packaging includes a meter.</p>
\n
\n<h6>Description:</h6>
\n<p>Food supplement based on L-Carnitine.</p>
\n
\n<h6>Storage:</h6>
\n<p>Store in a cool, dry place after opening.</p>
\n
\n<h6>Lote:</h6>
\n<p>See container bottom.</p>
\n
\n<h6>Quantity:</h6>
\n<p>500ml</p>
\n
\n<h6>Ingredients:</h6>
\n<p>Water, L-Carnitine, Acidifier (Citric Acid), Aroma, Preservative (Potassium Sorbate), Preservative (Sodium Benzoate), Calcium D-Pantothenate, Sweetener (Sucralose).</p>
\n
\n<h6>Ingredientes (Portuguese):</h6>
\n<p>Água, L-Carnitina, Acidificante (Ácido cítrico), Aroma, Conservante (Sorbato de Potássio), Conservante (Benzoato de Sódio), D-Pantotenato de Cálcio, Edulcorante (Sucralose).</p>
\n
\n<h6>Ingredientes (Spanish):</h6>
\n<p>Agua, L-Carnitina, Acidulante (Ácido cítrico), Aroma, Conservante (Sorbato de Potasio), Conservante (Benzoato de Sodio), D-Pantotenato de Calcio, Edulcorante (Sucralosa).</p>
\n
\n<h6>Supplement Facts:</h6>
\n<table style=""width:100%; border-collapse: collapse; background-color: #f0f0f0; color: #333; border: 1px solid #ccc;"">
\n  <tr>
\n    <td colspan=""3"" style=""text-align:center; font-weight:bold; padding: 8px;"">Serving Per Container: 33</td>
\n  </tr>
\n  <tr>
\n    <td colspan=""3"" style=""text-align:center; font-weight:bold; padding: 8px;"">Serving Size: 3 Capsules</td>
\n  </tr>
\n  <tr style=""background-color: #d9d9d9; font-weight:bold;"">
\n    <th style=""padding: 8px; border: 1px solid #ccc;"">Ingredients / Ingredientes / Ingredientes</th>
\n    <th style=""padding: 8px; border: 1px solid #ccc;"">Per Serving / Por Dose / Por Toma</th>
\n    <th style=""padding: 8px; border: 1px solid #ccc;"">NRV</th>
\n  </tr>
\n  <tr>
\n    <td style=""padding: 8px; border: 1px solid #ccc;"">L-Carnitine / L-Carnitina / L-Carnitina</td>
\n    <td style=""padding: 8px; border: 1px solid #ccc;"">600mg</td>
\n    <td style=""padding: 8px; border: 1px solid #ccc;"">–</td>
\n  </tr>
\n</table>
\n",Proteins,,18,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous2.png""}",false,false,false,,#c8102e,0.0,0,{}
SKU-5763,POWER M.F,,power-m-f,"Power MF contains approximately 350mg of Caffiene from natural sources and 4000mg of beta-alanine that will give you the extra boost you need to achieve your goals in the gym and outside the gym.
\nPower MF is an industry leading thermogenic Pre-workout with 11g of Active ingredients of premium raw materials that will take your workout to the next level , featuring a blend of pump and  thermogenic ingredients specifically designed to ignite fat loss , increase power, delay fatigue , increase body temperature and sweat.","<h6>Ingredients:</h6>
\nBeta-Alanine, Creatine Monohydrate, Acidity Regulator (Citric Acid Anhydrous), Flavour, L-Tyrosine, Betaine Anhydrous, L-Taurine, Caffeine Anhydrous, Green Tea Extract (Camellia Sinensis) (leaf) ¾:1 extract, Bacopa Monnieri Extract (whole herb) 10% extract, Rhodiola Rosea (Sedum Roseum) (root) 20:1 extract, Choline Bitartrate, Bitter Orange Extract (Citrus Aurantium L., fruit) 15:1, Willow Bark (Salix Alba) (bark) 8:1 extract, Sweeteners (Acesulfame-K, Sucralose), Tri-Calcium Phosphate, Green Coffee Bean (Coffea Robusta) (seed) 12:1 extract, Forslean (Coleus Forskohlii) (root) 35:1 extract, Colour (Beetroot Red), L-Theanine, Cayenne Pepper (Capsicum Annuum) (fruit) 8:1 extract, Citrus Bioflavonoids (Citrus Aurantium) (fruit) 6:1 extract.
\n<h6>How to Use:</h6>
\nMix 1 scoop (11g) with 250 mL of water 15–30 minutes before workout.
\n<h6>Storage:</h6>
\nStore in a cool, dry place after opening.
\n<h6>Net Weight:</h6>
\n300g – 27 Servings
\n
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/power-mf-falvored-scaled.png""><img class=""alignnone size-medium wp-image-6336"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/power-mf-falvored-136x300.png"" alt="""" width=""136"" height=""300"" /></a>",Pre Workout,,0.00,,CHF,0,"{""Blue razz"",""Sweet Lemonade""}","{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous23.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5772,Creatine Flavoured,,creatine-flavoured,"Marvelous purest and most easily absorbed Creatine Monohydrate formula available. Studies report that increasing creatine levels helps delay the onset of fatigue, increase energy metabolism in muscle cells and improve overall training capacity and performance.
\n
\nCreatine is a compound naturally produced by our body in order to provide energy to our muscles. Produced in the liver, pancreas and kidneys, it is transported through the bloodstream and the body's muscles, where it is converted into phosphocreatine. This high-potency metabolite is used to regenerate muscle reserves of adenosine triphosphate, the main source of muscle energy.
\n<h6>Benefits:</h6>
\n• Gain explosive strength for super intensive training
\n
\n• It is processed at a higher pH (less acidic), increasing muscular resistance
\n
\n• Increases muscle recovery capacity
\n
\n• Allows muscles to grow faster, leaving them stronger, toned and more resistant to more training sessions","<h6></h6>
\n<h6>Ingredients:</h6>
\nCreatine Monohydrate, Acidity Regulator (Citric Acid), Flavour, Sweeteners (Acesulfame-K, Sucralose), Colours
\n<h6>How to Use:</h6>
\nMix 6g with 400–500 ml of water. Take one serving immediately post workout.
\n<h6>Storage:</h6>
\nStore in a cool, dry place after opening.
\n<h6>Net Weight:</h6>
\n300g<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/careatine-falvored-scaled.png""><img class=""alignnone size-medium wp-image-6337"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/careatine-falvored-300x113.png"" alt="""" width=""300"" height=""113"" /></a>",CREATINE,,0.00,,CHF,0,"{""Mango"",""Pinacolada"",""Watermelon""}","{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous-52.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5776,Collagen FLAVOURED,,collagen-flavoured,"Collagen is a protein. It gives our bodies the structure, strength and flexibility we need to move around in our daily life. It allows us to travel, move freely, jump or fall without getting hurt. It protects and connects the parts of our body, to keep us standing. Collagen is the most important and abundant protein in our bodies.
\n<h6>Collagen constitutes 75% of our skin and:</h6>
\n<strong>-  It provides it with its structure and support,</strong>
\n
\n<strong>-  Maintains its elasticity,</strong>
\n
\n<strong>-  Hydrates attracting hyaluronic acid.</strong>
\n
\nAs we age, the balance between collagen synthesis and breakdown is affected. This means that both the quantity and quality of collagen decrease. Your skin becomes thinner, dehydrated and loses its structure.
\n
\n<strong>Result:</strong> visible signs of aging, such as wrinkles, sagging and dull.","<h6>Ingredients:</h6>
\nHydrolyzed bovine collagen, Acidity Regulator (Citric Acid), Hydrolyzed Marine Collagen, Flavor, Coloring, Sweeteners (Acesulfame-K, Sucralose), Ascorbic Acid, Salt, Hyaluronic Acid, Zinc Oxide.
\n<h6>How to Use:</h6>
\nTake 12g with breakfast.
\n<h6>Storage:</h6>
\nStore in a cool, dry place after opening.
\n<h6>Net Weight:</h6>
\n210g – 30 Servings
\n
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/colageeeen-flavored-scaled.png""><img class=""alignnone size-medium wp-image-6338"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/colageeeen-flavored-300x109.png"" alt="""" width=""300"" height=""109"" /></a>",Proteins,,29,,CHF,0,"{""Mango""}","{""https://marvelousnutrition.com/wp-content/uploads/2025/11/collagen-Flavored.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5779,Magnesium Bisglycinate,,magnesium-bisglycinate,"Magnesium bisglycinate supplement promotes relaxation, supports muscle function, and aids in healthy sleep. This highly absorbable form of magnesium is gentle on the stomach and helps maintain normal nervous system function. Perfect for active individuals or those looking to reduce stress. Experience the benefits of balanced magnesium levels for overall well-being","<h6>Ingredients:</h6>
\nMagnesium Bisglycinate, Hypromellose (as capsule shell), Anti-Caking Agent (Microcrystalline Cellulose).
\n<h6>How to Use:</h6>
\nTake 3 capsules with breakfast.
\n<h6>Storage:</h6>
\nStore in a cool, dry place after opening.
\n<h6>Net Weight:</h6>
\n69g – 30 Servings
\n
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/magniso-gadwel-scaled.png""><img class=""alignnone size-medium wp-image-6339"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/magniso-gadwel-300x114.png"" alt="""" width=""300"" height=""114"" /></a>",ÉNERGIE - RÉCUPÉRATION,,15.9,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/78.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5780,MK-7,,mk-7,"Vitamin K2 and D3 food supplement supports bone health and cardiovascular function. Vitamin D3 aids in calcium absorption, while K2 directs calcium to the bones, preventing buildup in arteries. This powerful combination helps maintain strong bones and a healthy heart. Ideal for those looking to enhance their overall wellness.","<h6>Ingredients:</h6>
\nBovine Gelatin, Menaquinone (Vitamin K), Cholecalciferol (Vitamin D), Color (Iron Oxide).
\n<h6>How to Use:</h6>
\nTake 2 capsules with breakfast.
\n<h6>Net Weight:</h6>
\n69g – 45 Servings
\n
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/mk7-gadwel-scaled.png""><img class=""alignnone size-medium wp-image-6340"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/mk7-gadwel-300x113.png"" alt="""" width=""300"" height=""113"" /></a>",Vitamins & Minerals,,16,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/81.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5781,ORGANICS,,organics-5781,,"<h6>Ingredients:</h6>
\nWaxy Maize Corn Starch, Capsule Shell (Hypromellose), Olea europaea L., Vitis vinifera L., Punica granatum L., Camellia sinensis L. Kuntze, Citrus paradisi Macfad., Vaccinium myrtillus L., Vitis vinifera L., Citrus sinensis L. Osbeck.
\n<h6>How to Use:</h6>
\nTake 1 capsule with breakfast.
\n<h6>Storage:</h6>
\nStore in a cool, dry place after opening.
\n<h6>Net Weight:</h6>
\n42.5g – 60 Servings<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/organics-gadwel-scaled.png"">
\n<img class=""alignnone size-medium wp-image-6341"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/organics-gadwel-300x235.png"" alt="""" width=""300"" height=""235"" /></a>",Vitamins & Minerals,,15.90,,CHF,0,"{""Orange""}","{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Organics.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5783,ZMA,,zma,"ZMA is a premium supplement designed to enhance muscle recovery, improve athletic performance, and support restful sleep. Its blend of essential minerals and vitamins helps optimize the body’s recovery process and overall well-being.
\n
\nIngredients:
\n
\n- Magnesium Oxide: Supports energy production and reduces muscle cramps.
\n
\n- Zinc Oxide: Boosts immune function and protein synthesis.
\n
\n- Vitamin B6: Aids nutrient absorption and energy metabolism.
\n
\n- Bovine Gelatin: Used as a natural capsule shell.
\n
\n- Magnesium Stearate: Prevents clumping for consistent quality.
\n
\n- Iron Oxide: Adds a professional finish to the capsules.
\n
\nThis compact yet effective formula is ideal for active individuals striving for peak performance.","<h6>How to Use:</h6>
\nDirections of use: Take 1 capsule before sleep
\nModo de utilização: Tomar 1 cápsula antes de dormir
\n<h6>Storage:</h6>
\nStore in a cool, dry place after opening.
\nCondições de conservação: Manter a embalagem bem fechada num local fresco e seco.
\n<h6>Lote:</h6>
\nSee container bottom.
\n<h6>Net Weight / Quantidade líquida:</h6>
\n69g – 90 Servings
\n
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/zma-gadwel.png""><img class=""alignnone size-medium wp-image-6383"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/zma-gadwel-300x103.png"" alt="""" width=""300"" height=""103"" /></a>",Proteins,,20,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous32.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5784,SUPER DIGESTIVE,,super-digestive,,"<h6>Ingredients:</h6>
\nWaxy Corn Starch, DigeZyme® Enzyme Complex (Amylase, Lactase, Cellulase, Protease, Lipase), Hypromellose (Vegan Capsule Shell), Chromium Picolinate.
\n<h6>How to Use:</h6>
\nTake 1 capsule with breakfast.
\n<h6>Storage:</h6>
\nStore in a cool, dry place after opening.
\n<h6>Net Weight:</h6>
\n69g – 60 Servings
\n
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/super-digestive-scaled.png""><img class=""alignnone size-medium wp-image-6342"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/super-digestive-300x123.png"" alt="""" width=""300"" height=""123"" /></a>",Proteins,,15.9,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous4.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5785,IGNITE,,ignite,,"<h6>Ingredients:</h6>
\nConjugated Linoleic Acid Powder (Glycerides of Conjugated Linoleic Acid, Glucose Syrup, Sodium Caseinate from Milk, Antioxidants: Mixed Tocopherol from Soy and Ascorbyl Palmitate, Stabilizers: Dipotassium Phosphate and Sodium Pyrophosphate, Anti-Caking Agent: Silicon Dioxide, L-Carnitine Base, Acidity Regulator: Citric Acid Anhydrous, Flavour, Maltodextrin, Sweeteners: Sucralose, Acesulfame K, Colors: Beta-Carotenes, Vitamin B6: Pyridoxine Hydrochloride).
\n<h6>How to Use:</h6>
\nTake 7g with 250-300ml of water 30 minutes before workout.
\n<h6>Storage:</h6>
\nStore in a cool, dry place after opening.
\n<h6>Net Weight:</h6>
\n210g – 30 Servings
\n
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/ignite-gadwel-scaled.png""><img class=""alignnone size-medium wp-image-6343"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/ignite-gadwel-300x95.png"" alt="""" width=""300"" height=""95"" /></a>",Pre Workout,,28,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous43.png""}",true,false,false,,#c8102e,0.0,0,{}
